Total Points,Max Abs Error,Max Residual,Max Boundary Residual
0,0.1767766952966369,8.844359036559863,0.1767766952966369
1,0.3934165362061972,8.83151234568907,0.3934165362061972
2,0.3937229151914754,8.430331247545977,0.3937229151914754
3,0.3831737149863051,8.426169061771636,0.3831737149863051
4,0.3832549533992719,8.906863214189158,0.3832549533992719
5,0.37358495366598676,8.67052013526066,0.37358495366598676
6,0.3711892518449484,9.038270345893359,0.3711892518449484
7,0.39059140232354916,9.898971035280677,0.39059140232354916
8,0.3458439762557569,10.305343672478086,0.32858755320273886
9,0.36121962726229606,10.789607285091671,0.36121962726229606
10,0.3934509953871787,12.237185122337834,0.3815945740145736
11,0.3406285322809906,6.463577030588319,0.3406285322809906
12,0.3385883064494888,5.272559484399878,0.3385883064494888
13,0.3355846663033258,6.141133601910959,0.3355846663033258
14,0.32045223421450664,6.9561057521737135,0.32045223421450664
15,0.30139783064740366,4.4925017494904695,0.30139783064740366
16,0.29905658971701765,6.840797734704274,0.2158568559709254
17,0.1658633974607394,2.9288987342466415,0.1659020381616652
18,0.16484722440257096,2.9546384653464317,0.1648580791236769
19,0.16463299989777982,2.922518251979689,0.16464442493821474
20,0.1845701152303952,3.869587146743789,0.1845888616141469
21,0.1844483292161845,3.899696419915526,0.1844758694298974
22,0.1844885540637882,3.894748823095747,0.18450894806417262
23,0.18469798819455283,3.894390233321043,0.18476083375348795
24,0.1810464864267249,4.193537713997175,0.1810286795704203
25,0.1709192883759062,4.16007158226179,0.17097849751359123
26,0.17074014087575823,4.13304580710544,0.1707785282001497
27,0.16933150662843943,3.3737459600383612,0.1693214740267429
28,0.1753820405637182,4.2352401756509,0.17540533668025662
29,0.17627978400765903,3.805732757011654,0.1763200513510847
30,0.17316158424627803,3.788535266005505,0.17319313884483153
31,0.17306199764150976,4.013546777542615,0.17310560534659172
32,0.0360668700730217,4.237070580743889,0.02619481754605274
33,0.017611302811043353,3.3871702407088886,0.006122109988330751
34,0.017660576140431997,3.4359215543778188,0.005982119509764995
35,0.017107995063427042,3.3797223283023063,0.006585703304869163
36,0.017829794179278893,3.377905286509754,0.006797327626213538
37,0.02025305015993291,4.0686036630312366,0.015424902275461956
38,0.021226532413358493,4.067703154791843,0.011384256961661579
39,0.016343445420112776,3.771316431004542,0.010622115546348197
40,0.017303881976658567,3.7714974449255836,0.012831025283871415
41,0.016859419068152484,3.6917333997100332,0.012621379141941703
42,0.019093039270303605,4.068046674440417,0.01459375168472559
43,0.014958215850615734,4.025745568565903,0.014952845023691243
44,0.015019467902340863,4.02432086018023,0.013747610813662083
45,0.01905204516786728,4.28174892048122,0.013242512893154673
46,0.01910057548321252,4.277537359262289,0.012858999128527532
47,0.018518261359143313,4.263130126276882,0.018517478016000857
48,0.02021519983503653,4.171398608683213,0.013971056809075746
49,0.017176884451583545,3.679723967189717,0.012514609409601321
50,0.01790014284566204,3.709445426922243,0.011119657981691691
51,0.01453377491882369,3.198376810035601,0.014570318041419242
52,0.01433439507513213,3.197273891247738,0.01435559899396556
53,0.01485052307710772,3.3801314562682396,0.014851855069792468
54,0.007257080014387837,0.6410274628281174,0.007259775823984842
55,0.007404958045770224,0.6446807243661938,0.00740246639188747
56,0.007471928794230517,0.6526208556489141,0.007488091161257218
57,0.00716982948015242,0.7095978632836966,0.007168375805008537
58,0.007212660107391952,0.7097953276994282,0.0072106945161952984
59,0.0070547160554229466,0.6926326421765348,0.007052056367355848
60,0.008898948043002494,0.7639004977929824,0.00890156632796358
61,0.01065831836404417,0.7482489221415678,0.010659076218380983
62,0.008951908017405738,0.7823008903532553,0.008962728674875867
63,0.015205284688566897,0.7419829018608128,0.015202593638666051
64,0.0034807098524271968,0.7830314254261701,0.0034833444244806167
65,0.0041200498586523165,0.8985453898691214,0.004128594217819359
66,0.004127206827801086,0.8999956248955581,0.004138363084570551
67,0.004418434284513953,0.9920874658383951,0.004415176831827725
68,0.0034454741677311107,0.9451263521023465,0.003443450483804164
69,0.003432368036426242,0.9508710167217247,0.0034302298917578827
70,0.0036014726337121328,1.0120656590907764,0.0036035077005627386
71,0.0036418217161647837,1.015502111916872,0.003643930496056172
72,0.003626534250974589,1.0188399486785595,0.003628037470793516
73,0.0033356241705222445,0.9734418148009274,0.00333657543535594
74,0.0029016631441020346,0.8369296468966176,0.0029124199663722594
75,0.0033248768171340592,0.919401275031202,0.0033278249676652466
76,0.003391171934761461,0.9121970998956739,0.0033948714059392343
77,0.0034854136319805024,0.5688899942472361,0.003486717071251283
78,0.0035474511773128242,0.6801300756209372,0.0035489501790033767
79,0.0039114654120639275,0.6099959094780498,0.003911990576462951
80,0.002117757225412492,0.5956838259232811,0.002124752976449859
81,0.0017291229183879764,0.5484647701588647,0.0017341924226570299
82,0.0024152992072250246,0.6092163547722196,0.002419740874591833
83,0.002456548588613855,0.6140502176210934,0.0024602670191722215
84,0.0018352448017133483,0.570649754940046,0.001843410044862756
85,0.000951233758739331,0.49382667562539506,0.0009125854741769829
86,0.0016842447463605026,0.4572250369586639,0.0016845740792042346
87,0.0021433560371751648,0.46699172052822924,0.002144193259031854
88,0.0009269600664732758,0.37194140853099,0.0009276405643927621
89,0.0006911089732105358,0.3840674448654502,0.0006552020057687125
90,0.0007067660559465505,0.35524360515832765,0.0007086319879527764
91,0.0007839782497588155,0.3497395913789463,0.0007938136646121058
92,0.0006273199923631789,0.3447170063163689,0.0005886569327843566
93,0.0007323983619156871,0.4282812006909289,0.0006770763798053386
94,0.0006661258952683768,0.36851433502828357,0.0006682755333716484
95,0.0009157089400939344,0.29599521952543295,0.0009251950673940662
96,0.000600399704062185,0.26335062329626613,0.0006037516160016521
97,0.0005377723128676681,0.29949343423551156,0.00046208423409796473
98,0.0005322907112612629,0.2976252104359922,0.0004521512688032414
99,0.0003905681673472411,0.13808886956783972,0.0003903867983281878
100,0.0003706683683990103,0.13607375537725286,0.0003704028207319049
101,0.00039494966914188634,0.1530071126376562,0.0003799305135420844
102,0.00039537487812413286,0.15311681100602037,0.00038054975426145277
103,0.0002935601249579589,0.14375487692098066,0.0002881920239340835
104,0.0003116284439875494,0.1437193646501571,0.0003128007540645211
105,0.0004552368981817212,0.2137337835758366,0.0003550782445687628
106,0.0004579315647782467,0.2146027977791718,0.00036208276118970817
107,0.0005753828414133411,0.24427872329261646,0.00046897984442346996
108,0.00045546728352614807,0.2490902227977818,0.00021894918525711127
109,0.0005113435671723066,0.2804358881412137,0.00018335728711554866
110,0.0006326582770471711,0.3132105081726939,0.0003255115454694063
111,0.0005902211206302299,0.3317138719001802,0.0002516077983178572
112,0.0006118499667245869,0.32683299267715515,0.00033547457330446173
113,0.0006354344641820164,0.33498169520639465,0.00036023408104651766
114,0.0006484523435618117,0.33872361112832206,0.0003759646711170572
115,0.0006282419026558683,0.33114623344121785,0.00036014532515254993
116,0.0006286139931467316,0.330026780704773,0.00036656853306366033
117,0.0006190426597206811,0.3156684186631269,0.00038078897294707703
118,0.0006062801035878751,0.30574122466541276,0.0003614604510529529
119,0.000609129361937133,0.3066340342241878,0.0003662336775958619
120,0.0004547783903420255,0.2733690713108592,0.00022145328633223216
121,0.0005096724006891096,0.31321471388309075,0.0002642718303163122
122,0.0005037206766972391,0.3045063599223372,0.00023446905614511737
123,0.0005160119977675182,0.3121589704672365,0.00022015556516259693
124,0.0005200885825830115,0.3133046030651041,0.00014546602544579512
125,0.0005109980791858648,0.3058574994975132,0.00014847431087811058
126,0.0005075474160137761,0.30486221418674475,0.00015335983656167285
127,0.0005053624082259206,0.2853819294397191,0.00040952256189936975
128,0.0005248050745117611,0.3031341263234122,0.0001446444675624048
129,0.0004962885979361148,0.283856274439084,0.00012723508928208505
130,0.0005127248585801852,0.2993435845240411,0.00013528630163667232
131,0.0004889229387815136,0.2848406104634771,0.00015253727159142416
132,0.0004905118566809891,0.28553443456811056,0.00015196808568102016
133,0.0004925478108906561,0.28863933782750184,0.00015179248720703642
134,0.0004643944980309983,0.28268498286235477,0.00015081682820455855
135,0.00047573449494814346,0.2727985191841853,0.00018910502513430627
136,0.0004783045062239366,0.2744288173100351,0.00018972002823697265
137,0.0004170298022571628,0.26544080973333006,0.0001616590868193657
138,0.00046302131162445637,0.2932184447641779,0.00015552551025715955
139,0.0003868744896992071,0.25388048038551503,0.00013138332178092016
140,0.00035206405747356673,0.22855467691932496,0.00013077999261118523
141,0.00041025809944213176,0.2779647921236581,0.00016299172952269347
142,0.00045329797755055967,0.3050222974954888,0.0001722164588479902
143,0.0005481191592552337,0.35079542035753075,0.00018237222102773787
144,0.0005486833781206402,0.3476646347489849,0.000181303117907039
145,0.0006708837606411722,0.4072194182357549,0.000201941252180593
146,0.0006606101256985825,0.3842239223417616,0.0001833806538458771
147,0.0003493652452564375,0.24280843509494598,0.00013498593028568595
148,0.0003408742176129534,0.2275285202018411,0.00014485682339479555
149,0.0003061792289140511,0.20870262901638625,8.413334644249981e-05
150,0.0002950289640461859,0.18082532005122776,7.835872161265911e-05
151,0.00020009776795881784,0.1572336596335413,7.446670143491929e-05
152,0.00020037721336074732,0.1567407342830398,7.428440152108806e-05
153,0.0002661275520947637,0.23028895606901045,9.559770016705216e-05
154,0.0002664203193487591,0.22985588787124023,9.710060571462009e-05
155,0.0002572237974616254,0.21990758077982253,9.329700394329621e-05
156,0.00025743427863722523,0.21684398569370256,9.476429481521109e-05
157,0.00027246906961386763,0.1852610875490397,0.00012537709414478515
158,0.00029743076447608097,0.19399877953715272,0.00014241249693308644
159,0.0002607265506644682,0.18673548345623026,0.0001738612422193253
160,0.00026781874464678473,0.18168408976871042,0.0001789517718313871
161,0.0002776233681065707,0.17963402856084798,0.00017319148577346621
162,0.00028527958625113037,0.3784905801792817,0.00017071573278731877
163,0.00028788898066500757,0.2687595201720958,0.00021869024557119587
164,0.00028770218750628906,0.2687640607677819,0.0002170565368935229
165,0.00030700719616993943,0.26052321449424554,0.00019317353594416886
166,0.0003194905040736634,0.29001883416119867,0.00022088684289858773
167,0.00027261879176854187,0.23468772119861825,0.00019283537807471274
168,0.0002730188134589806,0.23471502236781916,0.0001931136287700863
169,0.00030416183335524316,0.2566722400260124,0.00020997297628103095
170,0.0003094802661960383,0.2796739666641823,0.00021970321899036915
171,0.00034801384633834087,0.29857198780763294,0.00022356420748995132
172,0.0003493486162151893,0.296735111261488,0.00023543761875746694
173,0.00037770295596242787,0.3171617040826842,0.00020527428995567587
174,0.0004057802561201751,0.33173307083710046,0.0002148383593428005
175,0.0003959056771132563,0.31904232888682227,0.000259726508433894
176,0.00038951785547215734,0.3100025795171639,0.0003390545738873041
177,0.00025068228643977675,0.20154386374899147,0.0002171537982482985
178,0.00025738678659127656,0.20566707405613815,0.00022688247412563922
179,0.00025704166165997633,0.20387271243486538,0.0002254741961585094
180,0.0002569669147242243,0.20360881654454754,0.0002257530340463998
181,0.00026061408136048014,0.2131586902197764,0.00021296796757244718
182,0.00029429282921501765,0.2555167730786234,0.00020825542111627127
183,0.00040808933858262064,0.34770401994903644,0.000291627731771521
184,0.0003987114197807895,0.3418639100483576,0.00025181619270345235
185,0.000383221212860968,0.3295136671854335,0.0002375179862517396
186,0.0003623908847212587,0.30844661293091225,0.00022784811631229585
187,0.00035328332858267086,0.3035976812366963,0.0002167760036988764
188,0.00035345342046280703,0.30374428021895117,0.00021696182779099016
189,0.00035096127549064104,0.30117548716483267,0.00021524703862699224
190,0.00034578392176268236,0.2981618031770852,0.00021282260462587854
191,0.00030530321430813356,0.25399932631676414,0.00020188129615153483
192,0.00030673727512844917,0.25282557554836327,0.0002076026266329134
193,3.8031133773042125e-05,0.03789656689506149,3.891897926930343e-05
194,4.118364863731072e-05,0.03762903056421152,4.192067689043344e-05
195,4.414062441443489e-05,0.04652102470110542,4.48005921193928e-05
196,4.415339752855685e-05,0.04634801852033288,4.482183430606912e-05
197,4.732445605187818e-05,0.046826498994405164,4.83289663273101e-05
198,4.205779491800454e-05,0.04736926156772814,4.3177585721670964e-05
199,5.646604363479524e-05,0.042236318021736885,5.641435483383361e-05
200,5.653169192870733e-05,0.042303691149888856,5.64701710636939e-05
201,3.2276059801883417e-05,0.05500628260348517,3.292368017834835e-05
202,3.233805424257552e-05,0.05549658713897987,3.23558455443268e-05
203,7.714244155343497e-05,0.048328572602015285,7.93689079594262e-05
204,7.747042569283824e-05,0.048359390840016836,7.972292155297711e-05
205,7.978463041402595e-05,0.054020235474934175,8.212036658303279e-05
206,7.026467016063576e-05,0.05759133329298294,7.196730954969754e-05
207,7.665834105685665e-05,0.05983660297723148,7.762171224864889e-05
208,7.936354982851501e-05,0.060011305109893165,8.01115339165992e-05
209,7.241787476053307e-05,0.0669208571736375,7.28165874172848e-05
210,7.547547425107437e-05,0.06419382992820832,7.698824259502746e-05
211,9.920853340278368e-05,0.07011044350743934,9.984810782068254e-05
212,9.905757456268871e-05,0.07017082515560702,9.968684360980862e-05
213,0.0001073655105764959,0.06576421929738796,0.00010844113063310235
214,0.00010308465640085362,0.08397940206563259,0.00010539117914529217
215,0.00010597687695101943,0.08794189803657382,0.00010757751993903386
216,0.00010553698471815753,0.08778770584336382,0.0001071434851931119
217,7.747234407540216e-05,0.0801010204787671,7.749522034733447e-05
218,7.963619113249276e-05,0.08285317649335688,7.96920768325049e-05
219,8.265554528585906e-05,0.0716008110581301,8.272661340830156e-05
220,8.24724414923983e-05,0.0709257030504915,8.25664222874889e-05
221,8.340818375651704e-05,0.07123713129922393,8.344247486907763e-05
222,8.370210766039943e-05,0.0417531679231935,8.376548964311725e-05
223,9.181223653464965e-05,0.04300360233663714,9.184021734559566e-05
224,8.615056198502113e-05,0.042977156875080524,8.61689749117045e-05
225,9.091622554657786e-05,0.04227113412012784,9.09580493216322e-05
226,9.379402958253902e-05,0.036759407912549946,9.382220320636181e-05
227,8.884309740275764e-05,0.03696169302742103,8.88218786430639e-05
228,5.71445672375992e-05,0.03714283417332975,5.7122480365212613e-05
229,6.22181331818572e-05,0.037488735824191544,6.225484025340622e-05
230,4.070670334782589e-05,0.03408383214796462,4.0648297638209985e-05
231,4.329829463073365e-05,0.03420715894710291,4.328836680771164e-05
232,3.79552491263091e-05,0.033878817029123987,3.814953667040377e-05
233,3.612160332933101e-05,0.0338315898591679,3.634607677520385e-05
234,4.611322616077107e-05,0.034682227109505526,4.6228708524970186e-05
235,4.4959535883237756e-05,0.03591487994005149,4.507150737051435e-05
236,4.309990150253018e-05,0.03600974890424702,4.315588978992535e-05
237,4.632643582047624e-05,0.03439649798918332,4.648185591601961e-05
238,4.573151544084997e-05,0.03253675322178662,4.5806455210406494e-05
239,4.277165576971331e-05,0.029248542507573028,4.309456249781962e-05
240,4.289188869555094e-05,0.029338586833123514,4.321876627752519e-05
241,4.377789910725571e-05,0.030887290587402028,4.3983478062975534e-05
242,4.465961715871547e-05,0.030744155962084463,4.511767207102113e-05
243,4.112971929137732e-05,0.03086530446949798,4.169133768325284e-05
244,4.0249690755000955e-05,0.03100990665250336,4.0242825640121604e-05
245,4.077527131540748e-05,0.031073394650581676,4.079069143551883e-05
246,4.2390503210310015e-05,0.03203092344884073,4.259581820713343e-05
247,3.882022019707776e-05,0.03253754481132898,3.89973314789821e-05
248,3.802974019975758e-05,0.03250111458267302,3.800598328862481e-05
249,3.41543150634005e-05,0.027441370112216035,3.417078055545364e-05
250,3.418624060116948e-05,0.025741505794227848,3.41891889555912e-05
251,3.2236580228467426e-05,0.02912471287059848,3.220451576535499e-05
252,3.221809042855406e-05,0.029060713534395433,3.218685792572007e-05
253,2.4074927238881827e-05,0.030486036105124015,2.4112958079400282e-05
254,2.3124426253101626e-05,0.02718406768212578,2.3188616692426667e-05
255,2.2875474702171994e-05,0.026627490666623288,2.2940662061377015e-05
256,2.2850380038047513e-05,0.02660028977306439,2.2917589886095602e-05
257,2.2828789088574775e-05,0.026801878292113557,2.2952393065100996e-05
258,2.270828854392115e-05,0.026884125681133852,2.2888294720690983e-05
259,2.2372132139902856e-05,0.02692943263754355,2.335776247061605e-05
260,2.2423583050990015e-05,0.026888720295316304,2.341410225678575e-05
261,2.2634223899725692e-05,0.026823425846122184,2.3340115658604388e-05
262,2.2775880939629456e-05,0.027002399569490798,2.3980932665174093e-05
263,2.921814375525522e-05,0.021202288098314703,2.916037015066042e-05
264,2.9554040157503403e-05,0.021170860631813504,3.015629903108108e-05
265,2.9332822169575445e-05,0.02179977459147331,2.9871317392793362e-05
266,2.8955923472434586e-05,0.021969671103919453,2.937093114302458e-05
267,2.9115053212930286e-05,0.021941061553276242,2.9506369001286448e-05
268,2.923338415797283e-05,0.021906615916781114,2.9630272420366754e-05
269,2.9615920585396305e-05,0.021916633170580013,2.9971004605944263e-05
270,2.9647584416064854e-05,0.021930029446808774,2.9965951453381212e-05
271,2.9936780652800588e-05,0.021846386472734736,3.0173099558272742e-05
272,2.992108709434782e-05,0.02186815504279327,3.0169456804618466e-05
273,2.9845608470108198e-05,0.022014210272267576,3.002015676917269e-05
274,3.0059632582318807e-05,0.022189333945114242,3.0285024022635998e-05
275,3.195297124505836e-05,0.021719184507950295,3.2251073262490326e-05
276,3.195142078396551e-05,0.021683332578429138,3.2237625246456236e-05
277,3.0557524088120624e-05,0.0222259465562189,3.073571730088931e-05
278,2.640882631388397e-05,0.021697739601070687,2.7552588390211685e-05
279,2.6302812200840187e-05,0.021761201178867928,2.7524014340418734e-05
280,2.6324214089101794e-05,0.02165562712881819,2.7495529875853908e-05
