Index,Error,Residual,BoundaryResidual
0,0.2638029744558406,8.323120626394545,0.1767766952966369
1,0.2638028962258988,8.323115053227065,0.28037195004033943
2,0.26354760724799686,8.291758383390693,0.28037187477176256
3,0.26354900092080935,8.291811801121789,0.28012704285769596
4,0.2635436498303799,8.905386620747992,0.28012837870357565
5,0.26354437959246857,10.92558243489241,0.2801232621447266
6,0.2633007921224822,7.9105532615242025,0.28012398354599327
7,0.2532268205564613,7.090542485505335,0.2798903733558262
8,0.2524400512991422,8.682567776270929,0.2703548866509886
9,0.24485118178756782,10.865004758447856,0.26961648219235707
10,0.24088834711652055,6.801021468903693,0.2624496958740455
11,0.24146618578995976,6.527632328295488,0.2587393221002674
12,0.24104903948356152,8.805914647523224,0.25928428092645356
13,0.24124906415671163,10.147819749881624,0.2588934809035442
14,0.24058721754844922,7.02726431778806,0.2590813805219721
15,0.23112789458350608,7.203793599107278,0.2584610706345559
16,0.24235348765743325,8.733020629495734,0.19786395970621123
17,0.24202104381751335,9.917582993084373,0.2146577212327762
18,0.2532349056940205,6.697141674150956,0.12101174068318021
19,0.22160182043913654,7.493527900662314,0.12404863557786577
20,0.20511847101430947,7.5260254722997155,0.12397426593491115
21,0.20439373104182396,5.972323570681104,0.1260120261621887
22,0.14273007131374957,5.859043398830107,0.12797440330806675
23,0.10817225570431689,5.516046417009203,0.13969487453226434
24,0.10456347141610127,4.773790975028166,0.10352335100618446
25,0.09779599980936056,4.792106831918339,0.10475747181706377
26,0.09886288931569494,4.643747731652916,0.0903133553996004
27,0.09203804156380015,3.587229650849407,0.09095443043796057
28,0.0844886823250683,3.4960079775405952,0.08896953260208074
29,0.08068411000374975,3.4897909776668685,0.08182887559679558
30,0.07903293167461453,3.6659931895399946,0.0818275787182637
31,0.041942665367494664,3.5831413157063903,0.08025480658104672
32,0.048448126551363914,3.530984310838925,0.03660302699433243
33,0.05058809238961484,3.454102433800307,0.035884688901340056
34,0.06279606706843407,3.371672378184119,0.03888540820658326
35,0.059900315708696014,3.2039449380110887,0.046504385652648944
36,0.05279674287360262,3.8188625971819734,0.033450692120270686
37,0.04059812289965635,3.7760412833804464,0.035671941134262086
38,0.036504270969139024,3.4258730980266656,0.03490736997370386
39,0.044620629209546264,2.776786553208069,0.03443659999123494
40,0.03678587574766852,2.882351902485191,0.047845768225416974
41,0.03992833042242691,2.7141832114005533,0.031724487242977537
42,0.061731883212258365,3.4842384302176024,0.03419975741034437
43,0.06023688873952102,4.084322224918522,0.044394867868714494
44,0.02890339753891555,4.281163152921607,0.03208507909653259
45,0.03125702199018576,2.867894189389335,0.03103217993957315
46,0.03303905463925505,2.8110905619771773,0.033828088567451245
